name,category,price
МАКАРОНЫ РАКУШКИ GALLINA BLANCA пак 450гр,БАКАЛЕЯ,445
Макароны GALLINA BLANCA Спагетти пак 450г,БАКАЛЕЯ,445
МАКАРОНЫ УЛИТКИ GALLINA BLANCA пак 450гр,БАКАЛЕЯ,445
МАКАРОНЫ БАНТИКИ 3 ЦВЕТА ЕК МАК пак 400гр,БАКАЛЕЯ,495
МАКАРОНЫ ПЕННЕ 3 ЦВЕТА ЕК МАК пак 400гр,БАКАЛЕЯ,495
МАКАРОНЫ СПАГЕТТИ ДУРУМ EК МАК пак 400гр,БАКАЛЕЯ,455
МАКАРОНЫ СПАГЕТТИ 1 EК МАК пак 400гр,БАКАЛЕЯ,355
МАКАРОНЫ РАКУШКА DELLA NONNA пак 400гр,БАКАЛЕЯ,355
МАКАРОНЫ ПЕРЬЯ ПЕННЕ ЕК МАК пак 400гр,БАКАЛЕЯ,355
МАКАРОНЫ КОЛЕЧКО DELLA NONNA пак 400гр,БАКАЛЕЯ,355
МАКАРОНЫ СПАГЕТТИ DELLA NONNA пак 400гр,БАКАЛЕЯ,355
МАКАРОНЫ ЛАПША СУПОВАЯ МАШАМ пак 300гр,БАКАЛЕЯ,199
МАСЛО ПОДСОЛНЕЧНОЕ ОЛЕЙНА пл/бут 5л,БАКАЛЕЯ,3280
МАСЛО ПОДСОЛНЕЧНОЕ ЛЕТО фляжка пл/бут 5л,БАКАЛЕЯ,2300
"МАСЛО ПОДСОЛНЕЧНОЕ ХОЗЯЮШКА рафинированное пл/бут 4,4л",БАКАЛЕЯ,2024
МАСЛО ОЛИВКОВОЕ VIRGEN EXTRA ITLV стекл/бут 250мл,БАКАЛЕЯ,1550
Масло  BORGES Натуральное Оливковое стекл/бут 250 мл,БАКАЛЕЯ,1245
МАСЛО ПОДСОЛНЕЧНОЕ ЛЕТО пл/бут 2л,БАКАЛЕЯ,920
МАСЛО ПОДСОЛНЕЧНОЕ ЛЕТО рафинированное пл/бут 1л,БАКАЛЕЯ,460
МАСЛО ПОДСОЛНЕЧНОЕ ХОЗЯЮШКА рафинированное пл/бут 875мл,БАКАЛЕЯ,402
"МАСЛО РАПСОВОЕ OLIVE пл/бут 0,5л",БАКАЛЕЯ,345
"МАСЛО ПОДСОЛНЕЧНОЕ ЗОЛОТАЯ СЕМЕЧКА пл/бут 0,5л",БАКАЛЕЯ,510
МАСЛО ГОРЧИЧНОЕ ЛЮБИМОЕ нерафинированное пл/бут 330мл,БАКАЛЕЯ,540
"МАСЛО ПОДСОЛНЕЧНОЕ ЦАРЬ нерафинированное пл/бут 0,5л",БАКАЛЕЯ,559
МАСЛО ПОДСОЛНЕЧНОЕ МАЙСКОЕ пл/бут 875мл,БАКАЛЕЯ,630
"МАСЛО ПОДСОЛНЕЧНОЕ ЗАБОТА пл/бут 0,9л",БАКАЛЕЯ,650
ЛАПША С КУРИЦЕЙ ЧАН РАМЕН ДОШИРАК пак 120гр,БАКАЛЕЯ,199
ЛАПША С ПРИПРАВАМИ ЧАН РАМЕН ДОШИРАК пак 120гр,БАКАЛЕЯ,199
БУЛЬОН ГОВЯЖИЙ НА КОСТОЧКЕ MAGGI пак 75гр,БАКАЛЕЯ,179
ЛАПША КУРИНАЯ ПО ДОМАШНЕМУ РОЛЛТОН лоток 90гр,БАКАЛЕЯ,169
КУБИКИ БУЛЬОННЫЕ ГРИБНОЙ GALLINA BLANCA 8 кубиков карт/кор 80гр,БАКАЛЕЯ,149
КУБИКИ БУЛЬОННЫЕ ГОВЯЖИЙ GALLINA BLANCA 8 кубиков карт/кор 80гр,БАКАЛЕЯ,149
ЛАПША С ГОВЯДИНОЙ ПО ДОМАШНЕМУ РОЛЛТОН лоток 90гр,БАКАЛЕЯ,169
ЛАПША ОСТРАЯ КУРИЦА ПО ДОМАШНЕМУ РОЛЛТОН лоток 90гр,БАКАЛЕЯ,169
ЛАПША ОСТРАЯ ГОВЯДИНА ПО ДОМАШНЕМУ РОЛЛТОН лоток 90гр,БАКАЛЕЯ,169
ЛАПША С БАРАНИНОЙ ПО ДОМАШНЕМУ РОЛЛТОН лоток 90гр,БАКАЛЕЯ,169
БУЛЬОН ГОВЯЖИЙ НА КОСТОЧКЕ С ОВОЩАМИ И ЗЕЛЕНЬЮ MAGGI пак 90гр,БАКАЛЕЯ,125
БУЛЬОН ГОВЯЖИЙ GALLINA BLANCA пак 90гр,БАКАЛЕЯ,139
БУЛЬОН ГРИБНОЙ GALLINA BLANCA пак 90гр,БАКАЛЕЯ,139
БУЛЬОН КУРИНЫЙ GALLINA BLANCA пак 90гр,БАКАЛЕЯ,139
Мука СТО ПУДОВ в/с бум/пленка 5кг,БАКАЛЕЯ,999
Мука СТО ПУДОВ в/с бум/пленка 1кг,БАКАЛЕЯ,315
Мука МАКФА Ржаная обдирная бум/пак 1кг,БАКАЛЕЯ,330
Мука ГАРНЕЦ Ржаная хлебопекарная бум/пак 500г,БАКАЛЕЯ,360
МУКА ЯЧМЕННАЯ ЭНДАКСИ бум/пак 500гр,БАКАЛЕЯ,365
Мука ЭНДАКСИ Цельнозерновая бум/пак 500г,БАКАЛЕЯ,365
Мука ЭНДАКСИ Кукурузная бум/пак 500г,БАКАЛЕЯ,369
Мука ГАРНЕЦ Пшеничная цельнозерновая бум/пак 500г,БАКАЛЕЯ,380
МУКА ЯЧМЕННАЯ С.ПУДОВЪ бум/пленка 400гр,БАКАЛЕЯ,425
Мука С.ПУДОВЪ Кукурузная бум/пленка 450г,БАКАЛЕЯ,425
МУКА ЛЬНЯНАЯ ЭНДАКСИ бум/пак 400гр,БАКАЛЕЯ,425
Мука С.ПУДОВЪ Льняная бум/пленка 400г,БАКАЛЕЯ,479
Мука СТО ПУДОВ 1/с бум/пленка 2кг,БАКАЛЕЯ,479
Мука ЦАРЬ пшеничная в/с бум/пленка 2кг,БАКАЛЕЯ,509
Мюсли ВИШНЕВЫЙ САД С красными ягодами пак 350г,БАКАЛЕЯ,599
"Мюсли ВИШНЕВЫЙ САД С медом, вишней и корицей пак 350г",БАКАЛЕЯ,599
Батончик NESTLE Duo 50г,БАКАЛЕЯ,140
Батончик NESTLE Good mix DUO Заводной шоколад 50г,БАКАЛЕЯ,140
Батончик NESTLE Good mix Заводной шоколад 33г,БАКАЛЕЯ,90
Батончик NESTLE Good mix Солнечный арахис 33г,БАКАЛЕЯ,90
"Батончик NESTLE Fitness цельные злаки и шоколад 23,5г",БАКАЛЕЯ,159
"Батончик NESTLE Fitness цельные злаки 23,5г",БАКАЛЕЯ,159
"Батончик NESTLE Fitness цельные злаки и клубника 23,5г",БАКАЛЕЯ,159
"Батончик NESTLE Fitness цельные злаки Клубника и клюква 23,5г",БАКАЛЕЯ,159
"Батончик NESTLE Fitness цельные злаки Персик и абрикос 23,5г",БАКАЛЕЯ,159
"Батончик NESTLE Fitness цельные злаки, банан и шоколад 23,5г",БАКАЛЕЯ,159
МАЙОНЕЗ ПРОВАНСАЛЬ 3 ЖЕЛАНИЯ 67% дой-пак 700гр,БАКАЛЕЯ,539
Кетчуп HEINZ Острый дой-пак 350г,БАКАЛЕЯ,415
Кетчуп CALVE К мясу на углях дой-пак 350г,БАКАЛЕЯ,325
Горчица РУССКИЙ АППЕТИТ Ядреная дой-пак 120г,БАКАЛЕЯ,110
Горчица РУССКИЙ АППЕТИТ Столовая дой-пак 120г,БАКАЛЕЯ,110
МАЙОНЕЗ ПРОВАНСАЛЬ 3 ЖЕЛАНИЯ дой-пак 100гр,БАКАЛЕЯ,115
ГОРЧИЦА ЗАПРАВСКАЯ 3 ЖЕЛАНИЯ стак/п 70гр,БАКАЛЕЯ,140
МАЙОНЕЗ ПРОВАНСАЛЬ ЕФ 3 ЖЕЛАНИЯ дой-пак 150гр,БАКАЛЕЯ,155
Горчица МАХЕЕВ Русская туб 100г,БАКАЛЕЯ,170
Горчица МАХЕЕВ Русская дой-пак 140г,БАКАЛЕЯ,170
МАЙОНЕЗ ЗАВТРАК НА ТРАВЕ 3 ЖЕЛАНИЯ дой-пак 190гр,БАКАЛЕЯ,185
ГОРЧИЦА ЗАПРАВСКАЯ 3 ЖЕЛАНИЯ стак/п 130гр,БАКАЛЕЯ,195
СОУС МАЙОНЕЗНЫЙ ПОСТНЫЙ 3 ЖЕЛАНИЯ дой-пак 190гр,БАКАЛЕЯ,195
Аджика РУССКИЙ АППЕТИТ стекл/банка 190г,БАКАЛЕЯ,200
Приправа KAMIS для кофе и десерта мельница 48г,БАКАЛЕЯ,1015
Перец KAMIS черный мельница 42г,БАКАЛЕЯ,799
Приправа KAMIS к рыбе мельница 53г,БАКАЛЕЯ,655
Приправа KAMIS к курице мельница 53г,БАКАЛЕЯ,759
Приправа KAMIS Французская мельница 55г,БАКАЛЕЯ,725
Приправа KAMIS к мясу мельница 48г,БАКАЛЕЯ,725
Приправа KAMIS к салатам мельница 38г,БАКАЛЕЯ,725
Приправа KAMIS Арабская (Марракеш) мельница 46г,БАКАЛЕЯ,725
Приправа KAMIS Индийская (Карри) мельница 45г,БАКАЛЕЯ,725
Приправа GALLINA BLANCA 15 трав и специй универсальная 75гр,БАКАЛЕЯ,265
Панировка KAMIS Хрустящая к птице пак 70г,БАКАЛЕЯ,310
Панировка KAMIS Хрустящая к мясу пак 70г,БАКАЛЕЯ,310
Приправа MAGGI Универсальная пак 200г,БАКАЛЕЯ,279
Приправа GALLINA BLANCA Жаркое по-домашнему пак 33г,БАКАЛЕЯ,195
Уксус для шашлыков 6% 250мл,БАКАЛЕЯ,155
Уксус СИБИРСКИЙ УКСУС Яблочный 6% пл/бут 250мл,БАКАЛЕЯ,160
Уксус СИБИРСКИЙ УКСУС Столовый 9% пл/бут 250мл,БАКАЛЕЯ,160
УКСУС СИБИРСКИЙ УКСУС 70%  стекл/бут 160гр,БАКАЛЕЯ,185
УКСУСНАЯ КИСЛОТА ВИТА стекл/б 160мл,БАКАЛЕЯ,245
Уксус Столовый яблочный 250мл пэт,БАКАЛЕЯ,245
Уксус СИБИРСКИЙ УКСУС Винный 6% пл/бут 250мл,БАКАЛЕЯ,280
Уксус ЧИМ ЧИМ стекл/бут 250мл,БАКАЛЕЯ,720
Уксус KUHNE из белого вина 250мл,БАКАЛЕЯ,829
Уксус KUHNE Бальзамированный светлый 250мл,БАКАЛЕЯ,1050
Уксус KUHNE Бальзамический красный di Modena 250мл,БАКАЛЕЯ,1185
Уксус KUHNE Яблочный  750мл,БАКАЛЕЯ,1260
Кукурузные палочки СЛАСТЕНА пак 400г,БАКАЛЕЯ,395
Чипсы SLANG Краб натуральные пак 130г,БАКАЛЕЯ,339
Чипсы SLANG Сыр натуральные пак 130г,БАКАЛЕЯ,339
Чипсы SLANG Сметана с зеленью натуральные пак 130г,БАКАЛЕЯ,339
Чипсы SLANG Зеленый лук натуральные пак 130г,БАКАЛЕЯ,339
Чипсы SLANG Колбаски натуральные пак 130г,БАКАЛЕЯ,339
Чипсы SLANG Попкорн натуральные пак 130г,БАКАЛЕЯ,339
Сухарики БОЛЖАУ ржаные Бекон 40г,БАКАЛЕЯ,55
Сухарики БОЛЖАУ ржаные Курица-Гриль 40г,БАКАЛЕЯ,55
Сухарики КИРИЕШКИ Казы 40г,БАКАЛЕЯ,59
Сухарики КИРИЕШКИ Холодец-Хрен 40г,БАКАЛЕЯ,59
Сухарики КИРИЕШКИ Бекон 40г,БАКАЛЕЯ,59
Сухарики КИРИЕШКИ Салями 40г,БАКАЛЕЯ,59
Сухарики КИРИЕШКИ Курица 40г,БАКАЛЕЯ,59
Вода BORJOMI минеральная газированная пл/бут 1л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,415
Вода TURAN минеральная негазированная пл/бут 5л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,289
Вода ХРУСТАЛЬНАЯ пл/бут 6.3л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,225
Вода ХРУСТАЛЬНАЯ пл/бут 5л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,225
"Вода QULAGER Боровое газированная пл/бут 1,5л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,189
Вода QULAGER Боровое газированная пл/бут 1л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,169
"Вода QULAGER Боровое газированная пл/бут 0,5л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,159
"Вода SAMAL газированная пл/бут 1,5л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,135
"Вода SAMAL негазированная пл/бут 1,5л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,135
"Вода ХРУСТАЛЬНАЯ газированная пл/бут 1,5л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,119
"Вода ХРУСТАЛЬНАЯ негазированная пл/бут 1,5л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,119
"Вода TURAN минеральная негазированная пл/бут 0,5л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,99
"Вода TURAN минеральная газированная пл/бут 0,5л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,99
"Вода TURAN минеральная слабогазированная пл/бут 0,5л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,99
"Напиток COCA-COLA пл/бут 2,25л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,409
"Лимонад HOLIDAY Лучший русский пл/бут 2,5л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,339
"Напиток BIZON Black энергетический ж/банка 0,5л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,290
"Напиток BIZON Gold энергетический ж/банка 0,5л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,290
"Напиток BIZON Red энергетический ж/банка 0,5л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,290
"Лимонад SHIPPI стекл/бут 0,5л Россия",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,230
"Лимонад SHIPPI Груша стекл/бут 0,5л Россия",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,230
"Лимонад SHIPPI Вишня стекл/бут 0,5л Россия",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,230
"Лимонад SHIPPI Байкал стекл/бут 0,5л Россия",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,230
Напиток чайный FUSE Манго-Ананас пл/бут 1л Казахстан,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,225
Напиток чайный FUSE Лимон пл/бут 1л Казахстан,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,225
Напиток чайный FUSE Персик пл/бут 1л Казахстан,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,225
Напиток чайный FUSE Манго-Ромашка пл/бут 1л Казахстан,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,225
Напиток чайный FUSE Ананас-Мята пл/бут 1л Казахстан,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,225
Сок VITA Premium Ананас без сахара стекл/бут 1л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,869
Сок VITA Premium Апельсин без сахара стекл/бут 1л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,869
Сок VITA Premium Мультифрукт стекл/бут 1л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,859
Нектар VITA Premium Гранат стекл/бут 1л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,785
Сок VITA Premium Яблоко-Виноград осветленный стекл/бут 1л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,785
Нектар VITA Premium Вишня 50% стекл/бут 1л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,785
"Сок JUICY Зеленое яблоко т/пак 1,95л",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,820
Сок САДЫ ПРИДОНЬЯ Яблоко  п/пак 2л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,599
Сок САДЫ ПРИДОНЬЯ Томат  п/пак 2л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,599
Сок САДЫ ПРИДОНЬЯ Яблоко-Груша  п/пак 2л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,599
Сок САДЫ ПРИДОНЬЯ Яблоко-Виноград п/пак 2л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,599
Сок САДЫ ПРИДОНЬЯ Яблоко-Персик п/пак 2л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,599
Сок САДЫ ПРИДОНЬЯ Мультифрукт  п/пак 2л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,599
Нектар VITA Premium Абрикос с мякотью стекл/бут 1л,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,729
Аэрозоль РАПТОР от ползающих насекомых бал 400мл,БЫТОВАЯ ХИМИЯ,1285
Аэрозоль РАПТОР От постельных клопов бал 225 мл,БЫТОВАЯ ХИМИЯ,1245
Ловушка РАПТОР от тараканов карт/кор  6 шт,БЫТОВАЯ ХИМИЯ,1049
Средство RAID От пищевой моли инсектицидное карт/кор 3шт,БЫТОВАЯ ХИМИЯ,785
Гель RAID Лаванда Антимоль блистер 2*3г,БЫТОВАЯ ХИМИЯ,685
Средство РАПТОР Эффективная защита от моли с запахом кедра пак,БЫТОВАЯ ХИМИЯ,455
Аэрозоль РАПТОР Лимон от моли бал 200мл,БЫТОВАЯ ХИМИЯ,1008
Приманки RAID Max от тараканов 4шт + регулятор размножения 1шт карт/кор,БЫТОВАЯ ХИМИЯ,1219
Гель РАПТОР от тараканов и муравьев туб 75мл,БЫТОВАЯ ХИМИЯ,1325
Аэрозоль РАПТОР Универсальный от насекомых бал 275мл,БЫТОВАЯ ХИМИЯ,1399
Аэрозоль RAID 3в1 Против тараканов и муравьев бал 300мл,БЫТОВАЯ ХИМИЯ,1505
Аэрозоль RAID MIK 3в1 Против ползающих и летающих насекомых бал 300мл,БЫТОВАЯ ХИМИЯ,1535
ОСВЕЖИТЕЛЬ АВТОМАТИЧЕСКИЙ ХВОЙНОЕ УКРАШЕНИЕ GLADE карт/кор 269мл,БЫТОВАЯ ХИМИЯ,2959
ОСВЕЖИТЕЛЬ АВТОМАТИЧЕСКИЙ ПРЯНОЕ НАСТРОЕНИЕ GLADE карт/кор 269мл,БЫТОВАЯ ХИМИЯ,2959
Освежитель AIR WIСK Автоматический Свежесть водопада карт/кор 250мл,БЫТОВАЯ ХИМИЯ,2819
Освежитель AIR WICK Автоматический Нежность шелка и лилии карт/кор 250мл,БЫТОВАЯ ХИМИЯ,2819
Освежитель AIR WICK Автоматический Pure Цветущая вишня комплект карт/кор 250мл,БЫТОВАЯ ХИМИЯ,2819
Освежитель AIR WICK Автоматический Pure 5 Эфирных масел Апельсин и Грейпфрут карт/кор 250мл,БЫТОВАЯ ХИМИЯ,2819
ОСВЕЖИТЕЛЬ КАРАМЕЛЬНАЯ ФАНТАЗИЯ GLADE сменный бал 269мл,БЫТОВАЯ ХИМИЯ,1315
ОСВЕЖИТЕЛЬ ХВОЙНОЕ УКРАШЕНИЕ GLADE сменный бал 269мл,БЫТОВАЯ ХИМИЯ,1315
ОСВЕЖИТЕЛЬ ПРЯНОЕ НАСТРОЕНИЕ GLADE сменный бал 269мл,БЫТОВАЯ ХИМИЯ,1315
Освежитель AIR WICK Райские цветы сменный бал 250мл,БЫТОВАЯ ХИМИЯ,1665
